@relation TestInstances

@attribute MFCC0 numeric
@attribute MFCC1 numeric
@attribute MFCC2 numeric
@attribute MFCC3 numeric
@attribute MFCC4 numeric
@attribute MFCC5 numeric
@attribute MFCC6 numeric
@attribute MFCC7 numeric
@attribute MFCC8 numeric
@attribute MFCC9 numeric
@attribute MFCC10 numeric
@attribute MFCC11 numeric
@attribute MFCC12 numeric
@attribute MFCC13 numeric
@attribute MFCC14 numeric
@attribute MFCC15 numeric
@attribute MFCC16 numeric
@attribute MFCC17 numeric
@attribute MFCC18 numeric
@attribute MFCC19 numeric
@attribute MFCC20 numeric
@attribute MFCC21 numeric
@attribute MFCC22 numeric
@attribute MFCC23 numeric
@attribute MFCC24 numeric
@attribute MFCC25 numeric
@attribute MFCC26 numeric
@attribute MFCC27 numeric
@attribute MFCC28 numeric
@attribute MFCC29 numeric
@attribute Genres {Blues,Classical,Country,Disco,HipHop,Jazz}

@data
24.035345,13.947426,2.210657,-1.118987,2.931541,-1.92676,3.957938,-3.625175,3.447556,-5.608179,4.837985,-6.436406,5.625889,-5.040095,6.26361,-5.381185,5.484352,-5.41399,5.008733,-5.231439,4.253264,-4.369875,2.682163,-3.467888,2.834658,-2.373339,2.208308,-1.420089,0.748905,-0.424257,Jazz
37.200761,19.471876,4.299045,-2.407168,9.022782,-3.351007,6.367811,-5.175983,4.884858,-5.473826,4.939329,-5.545297,5.277475,-5.489329,4.84789,-5.221239,4.211801,-4.206778,4.182868,-4.181113,4.143848,-3.442679,3.432499,-2.750482,2.264996,-2.018827,1.843096,-1.159825,1.041026,-0.409783,Country
-14.681322,25.464158,5.65223,-2.419082,6.795567,-4.302292,4.95709,-5.877318,3.804803,-7.559666,5.408636,-6.429838,7.142827,-5.649842,5.545934,-6.983414,5.140136,-5.001276,5.74,-4.389655,4.338543,-3.78821,4.108362,-2.716356,3.117476,-2.101071,1.745771,-2.047094,0.652323,-0.336655,Classical
67.132372,10.013217,0.328063,0.900222,3.209388,-0.849341,2.302264,-3.257252,3.608837,-5.114945,4.655603,-5.861949,4.978886,-6.131654,5.521616,-5.19724,4.826515,-5.281026,5.006611,-4.975854,4.132143,-4.08748,3.745205,-3.60808,3.449043,-2.236216,2.215854,-1.371648,0.743907,-0.766492,Blues
77.283974,2.437342,0.964905,3.452802,1.554943,-0.222308,3.232742,-1.529116,2.924798,-3.993659,4.90486,-4.603247,5.718045,-5.180401,5.229535,-5.64226,5.310064,-5.454394,4.593577,-4.832651,3.992256,-3.904972,3.992046,-2.74936,2.948624,-2.144791,1.965047,-1.197967,0.963833,-0.777133,HipHop
70.506082,8.632176,-1.035831,-7.008781,4.847487,-2.737126,4.458594,-3.942074,3.405529,-4.532771,4.996902,-3.820657,4.157125,-3.654185,3.634813,-4.238443,3.668913,-3.339035,3.638893,-3.170442,3.165974,-2.743994,2.562764,-2.415343,2.033284,-1.547597,1.619042,-0.820707,0.833357,-0.342349,Disco
33.080019,15.219334,0.921952,3.930508,8.681349,-2.336337,6.912658,-3.272653,6.166308,-5.522421,5.098535,-4.834065,6.439868,-6.811217,4.719297,-7.233733,5.117187,-4.214991,5.200437,-5.260591,4.113785,-4.187141,4.20191,-2.671495,2.798126,-2.198875,1.871779,-1.460264,0.928491,-0.571187,Blues
81.231565,-6.088299,4.891525,1.033208,5.275611,-2.43051,2.471268,-1.225242,2.813187,-2.368029,2.458929,-2.082669,2.656578,-2.33843,2.755039,-2.748808,2.208824,-2.745644,2.130975,-2.726874,1.768478,-2.137542,1.647696,-1.917201,1.516847,-1.012266,0.963868,-0.844524,0.44395,-0.487047,Disco
46.783957,9.550039,2.719594,0.533165,2.618421,-0.43196,2.069456,-3.289991,2.790612,-4.359706,3.858196,-5.770323,5.435615,-5.457133,5.664987,-5.487342,5.848782,-4.651377,4.566903,-4.814146,4.661132,-4.432894,2.795239,-2.881287,2.763026,-2.245116,1.965935,-1.361589,1.260552,-1.105744,Jazz
77.254202,2.503712,-1.789601,0.42171,0.198531,-0.646188,1.106067,-2.659789,2.571069,-4.426082,4.367738,-4.455334,4.821356,-5.377332,4.836489,-5.486971,4.975839,-5.114411,4.5134,-4.609066,4.203691,-3.633248,3.441931,-3.024943,2.553288,-2.287583,1.794747,-1.485009,0.888528,-0.449911,HipHop
89.637597,5.777773,-1.975063,2.668874,2.497409,-0.411338,2.761142,-1.971909,4.648698,-4.02018,4.305358,-4.898422,5.653053,-5.777323,5.306518,-6.171447,4.613709,-5.844776,4.125401,-5.632142,4.049791,-4.22322,3.704269,-3.057297,2.692841,-2.54708,1.770745,-1.550044,0.982542,-0.610782,HipHop
12.058669,21.745268,1.808606,-1.942111,5.12282,-3.648865,4.077358,-5.042814,4.055383,-6.133094,6.553927,-6.276904,5.99328,-6.462039,5.808858,-6.519674,5.230952,-5.665962,4.946314,-4.70738,4.531146,-3.474368,4.041853,-3.684451,2.160516,-2.37209,2.387006,-1.106698,1.041863,-0.468834,Classical
71.548433,-2.840929,-1.823472,5.073213,0.723177,-0.458823,2.02879,-2.313744,2.211,-4.226647,4.653317,-4.877709,5.419826,-5.133646,4.175727,-6.415114,4.301207,-5.690244,3.493811,-5.308032,3.521263,-4.257419,3.507716,-2.952084,2.826548,-2.402125,1.643883,-1.379882,1.001188,-0.400272,HipHop
22.068095,17.878136,-0.952851,0.31389,4.933724,-3.061651,3.662393,-4.611618,4.289125,-5.530813,6.22324,-6.325171,5.827871,-6.085303,5.709115,-6.44565,4.88679,-6.110239,4.68425,-5.24186,4.435117,-3.992094,3.956632,-3.538225,2.628698,-2.505483,1.947578,-1.481152,1.102604,-0.012429,Classical
59.108299,11.652283,6.061938,-0.023987,6.173243,-2.401154,4.022172,-4.902623,4.299732,-4.666618,3.965506,-5.148729,4.315039,-4.782164,4.096029,-4.385088,3.453454,-3.366365,4.061422,-3.6045,2.754444,-3.334312,2.719427,-2.46996,1.744351,-1.565912,1.424594,-1.336145,0.554888,-0.402164,Country
39.664171,13.718262,0.618867,3.30667,7.756868,-2.937398,5.403663,-1.529144,4.881366,-6.937154,5.821556,-4.758127,6.506913,-5.370697,6.583477,-5.182517,7.398404,-4.307747,4.768168,-4.588585,4.748128,-4.115389,3.108386,-3.12769,2.77282,-2.125436,2.113398,-1.258506,0.790118,-0.483932,Blues
-42.386433,18.480171,6.721172,0.102669,5.371132,-2.912374,4.054995,-3.832829,5.475697,-4.328205,7.133647,-5.46517,5.710275,-6.083241,5.288898,-5.994716,4.853072,-5.244656,5.411094,-4.181396,3.939971,-3.720177,4.086768,-2.456701,2.513394,-2.29169,1.458332,-1.812527,0.68963,-0.544039,Classical
21.403805,17.226045,4.224164,-0.145745,1.755806,-5.110396,5.551243,-6.378569,4.180113,-6.091315,4.339336,-8.374586,3.80001,-6.093686,6.3426,-5.127141,5.846121,-5.538999,4.989385,-4.235919,5.053713,-3.930312,2.953834,-3.594548,2.767652,-1.847985,1.942195,-1.729384,0.780654,-0.857715,Jazz
88.951741,1.524449,-3.208748,0.361856,0.418971,-1.558217,0.867355,-3.04056,3.8996,-4.147031,4.480529,-4.113705,4.918422,-6.158819,5.269727,-6.043439,4.98548,-5.071553,5.271158,-3.870778,4.861198,-3.35814,3.751795,-2.939994,2.688939,-2.199996,1.877061,-1.359867,0.862221,-0.371104,HipHop
95.331826,0.379303,-0.011468,-2.347413,4.81795,-3.864962,1.129455,-1.413201,3.254321,-4.37409,4.139854,-2.409357,3.681712,-3.809131,3.862507,-3.155412,2.976673,-2.978631,3.034977,-2.946975,2.666502,-2.855838,2.173846,-1.946307,1.831054,-1.563233,1.229769,-0.960022,0.63182,-0.298992,Disco
64.156569,9.048817,0.773833,1.387369,2.82636,-0.178181,1.148259,-3.695616,3.437414,-5.229615,5.860427,-4.395649,7.089526,-5.895568,5.591218,-6.400961,5.823882,-4.978264,4.793665,-5.95415,4.275942,-3.529465,4.225684,-2.633813,2.758956,-2.21727,2.909142,-0.947542,0.98998,-0.78438,Blues
85.547151,5.719513,1.145252,-1.437248,7.836915,-3.115296,2.051718,-3.425762,2.558763,-4.982696,4.521378,-4.347675,3.168792,-3.150583,3.700538,-4.654063,3.529512,-3.178466,3.578649,-3.712929,3.196556,-2.386747,2.404365,-1.953737,2.147298,-1.777642,1.247171,-1.1411,0.787187,-0.196968,Country
-13.417218,10.821744,1.968684,1.823946,5.590591,-0.317,5.687929,-3.878516,5.277995,-5.637934,5.49565,-6.083922,5.18513,-6.010497,4.967453,-5.84124,4.843871,-5.489538,4.338872,-5.131847,4.108764,-4.113986,3.799242,-3.103511,2.917871,-2.218829,1.983086,-1.356877,0.980454,-0.371234,Jazz
91.255416,1.624271,1.877661,-1.480973,5.416671,-2.427678,1.575609,-3.027146,3.198516,-4.145953,3.817174,-3.258254,3.003425,-3.546386,3.825251,-3.021468,3.709021,-3.005469,3.246228,-3.213209,2.869206,-2.761216,2.201717,-2.177552,1.685415,-1.688098,1.357611,-0.82164,0.732609,-0.272226,Disco
68.88431,-2.7821,-6.076949,4.09891,2.799355,-0.278706,2.98769,-2.434452,3.600292,-4.100691,5.788562,-4.429179,6.015432,-5.083634,5.637773,-5.599002,5.2072,-5.49688,3.575683,-6.005101,3.00313,-5.09166,2.830953,-3.201654,2.722072,-2.177085,1.70009,-1.449617,0.711035,-0.523102,HipHop
-2.609807,21.300822,4.070266,-2.364183,6.770081,-3.054438,4.578256,-5.030745,5.307022,-4.997487,4.524749,-6.144061,5.700984,-6.43269,5.728786,-5.763566,5.315037,-4.944215,5.220136,-4.519683,3.781149,-5.320788,2.378002,-3.08236,2.854878,-2.41227,1.772637,-1.716868,1.006895,-0.15045,Jazz
-19.315818,18.774904,6.060007,-0.716097,6.914526,-1.941275,4.305485,-3.51772,4.921022,-4.448926,7.568209,-4.702186,6.260609,-5.957784,4.973082,-6.993132,5.026152,-5.824315,4.299502,-5.212872,4.147456,-3.975651,3.563824,-3.330423,2.382495,-2.364979,2.325802,-1.579657,0.723233,0.031563,Classical
49.921477,12.680499,7.727239,-0.330154,7.104641,-3.53605,4.134645,-3.833468,4.166963,-4.127278,4.259416,-4.436586,4.133334,-4.207944,3.977771,-4.946229,3.429154,-3.558615,3.872738,-3.809381,2.835154,-3.108239,2.713844,-2.354612,2.216453,-1.780768,1.167137,-1.286678,0.637007,-0.624918,Country
29.411745,11.386517,2.528957,1.669028,5.352592,-2.078792,4.045551,-0.368952,4.475459,-7.059948,4.964359,-3.937997,6.520332,-5.316293,6.798484,-5.28634,6.712859,-4.339102,5.227552,-4.812308,4.329036,-4.276529,3.131574,-3.291312,2.601316,-2.225838,2.127863,-1.000395,1.072131,-0.411443,Blues
31.263219,16.80071,-0.4458,-1.442923,1.391679,-2.646836,5.105941,-2.536339,4.849826,-5.876289,5.051424,-7.583477,4.959762,-6.3623,5.315112,-6.066361,5.82562,-5.244813,5.566835,-5.121929,4.815164,-4.115648,3.796806,-3.088926,2.772108,-2.689957,1.908213,-1.298657,0.984233,-0.489742,Classical
101.044944,-2.467425,-1.560173,-2.609989,2.939684,-2.219824,2.873882,-2.326686,3.26973,-3.46489,3.604584,-3.075567,4.17398,-2.888382,2.945972,-3.233505,3.422421,-3.278951,2.584287,-2.980779,2.784428,-2.458744,2.236082,-1.78573,1.79844,-1.680529,1.010292,-0.769107,0.839387,-0.210752,Disco
37.677956,9.748392,7.404256,3.859042,4.008456,-1.198496,2.293762,-2.906122,4.073742,-5.144889,5.504388,-5.893773,5.00374,-5.241072,5.749708,-5.867379,5.605483,-5.04037,4.876292,-4.896914,4.38803,-3.973721,3.300315,-2.950933,2.906633,-2.515384,1.928373,-1.609634,0.877958,-0.36281,HipHop
22.422531,15.992344,5.176457,-4.089673,5.004627,-4.159525,4.990826,-4.325341,4.253024,-5.200327,4.417786,-4.560141,4.114433,-4.708753,4.073845,-4.447947,4.098146,-4.125885,3.534273,-3.817731,3.289863,-3.111674,2.924401,-2.537399,1.986096,-1.928375,1.4565,-1.171792,0.877553,-0.213077,Jazz
78.27798,-1.140584,5.038927,-3.217196,1.312803,-2.872414,2.331628,-2.113927,2.780804,-3.643356,2.81632,-2.897523,2.158162,-2.458872,2.746919,-3.040393,2.514893,-2.350173,2.206356,-2.336547,2.594945,-2.351259,2.417936,-1.58595,1.647601,-1.103057,1.030245,-0.608056,0.645167,0.126423,Disco
98.306526,0.996814,1.323858,-1.670448,3.418557,-1.649118,3.778347,-3.540687,2.384602,-3.412916,3.905521,-4.243972,3.424344,-4.030042,2.402593,-3.435194,2.964602,-4.265084,2.939187,-3.092567,3.06248,-3.281339,2.238645,-1.670547,2.394765,-1.649439,1.276154,-0.974026,0.809273,0.079437,Country
48.72423,14.075208,2.461982,3.167752,1.612899,-1.448564,3.741142,-4.772522,4.803161,-4.874978,6.866773,-6.422368,6.697749,-5.714311,6.023578,-6.163188,5.558805,-5.111711,4.941429,-4.492554,5.156792,-3.661602,3.934938,-3.080927,2.917061,-1.97843,2.141065,-1.039126,1.21225,-0.649629,Blues
1.671397,18.434118,0.047949,-0.945435,4.769416,-3.598824,3.682726,-5.217328,3.516934,-6.785608,5.602405,-6.180638,6.785422,-5.335403,6.187055,-6.352286,5.219103,-5.492182,5.028353,-4.940018,4.046128,-4.146269,4.118282,-2.638243,2.669931,-2.703638,1.652312,-1.648821,0.858319,-0.741212,Classical
79.41453,2.434069,-0.815727,1.516478,2.307415,-0.632191,2.662601,-2.418439,3.710933,-3.700132,5.074611,-3.751024,5.31789,-5.470744,4.833399,-5.841072,4.25181,-5.8333,3.712278,-4.88554,4.053122,-3.555436,3.602635,-2.17534,2.795698,-2.362544,1.675964,-1.262865,0.903321,-0.107702,HipHop
97.442682,-0.541103,3.355307,-2.066161,5.573625,-2.226704,2.753293,-2.347222,2.285914,-2.634477,3.405339,-2.480727,3.462041,-3.52998,2.429133,-3.072447,2.624984,-2.969034,2.763832,-2.894152,2.359598,-2.428714,2.506682,-1.748826,2.073961,-1.089028,1.146062,-1.110115,0.577301,-0.432671,Country
65.895603,0.01689,6.347425,-2.007233,4.213899,-2.55737,4.187022,-1.678246,2.354604,-1.638541,3.070942,-2.637447,3.147849,-3.281597,2.60013,-2.849949,2.849728,-3.033545,2.610115,-2.40131,2.280496,-2.10365,2.194946,-1.714176,1.535275,-1.615452,0.943446,-0.742898,0.377821,-0.400326,Country
21.197349,12.734583,5.769817,1.372558,6.781354,-1.365039,5.335457,-1.220708,4.040696,-8.05528,5.411699,-4.406875,6.274392,-6.085317,5.820523,-6.244013,6.180202,-4.888952,4.614986,-5.231748,4.214249,-4.332402,3.238615,-2.855721,2.986471,-2.224884,1.923212,-1.381106,0.730547,-0.374946,Blues
73.313739,14.439078,0.845235,-1.014521,1.399021,-1.86715,4.44795,-3.364592,4.225359,-4.794992,5.89877,-5.63483,5.318506,-5.538406,6.247152,-6.200081,5.337474,-5.304795,5.364006,-5.162974,4.445144,-4.270406,3.689448,-3.21734,2.756212,-2.439123,2.058649,-0.97888,1.388839,-0.321647,Blues
36.092105,6.157868,5.99636,2.535651,2.678265,-0.884547,0.423901,-1.662615,3.289957,-4.599813,4.488111,-4.787037,4.755219,-5.595741,5.316153,-5.981571,4.432129,-5.059634,5.058314,-4.811059,4.229625,-3.242426,2.930714,-3.258008,3.304281,-2.4746,1.670814,-1.269451,1.003644,-0.800306,Jazz
90.982708,-4.744464,5.37542,2.109063,4.198797,-1.893458,2.243918,-3.0348,2.395111,-2.861154,3.575678,-2.463468,3.401631,-2.348872,2.545605,-2.033375,2.862632,-2.759158,2.505153,-2.3414,2.223777,-2.210797,1.897464,-2.013034,1.24608,-1.55669,1.25908,-0.528651,0.785945,-0.105572,Disco
26.805124,6.891167,5.945678,3.242699,4.680813,0.190767,3.725095,-0.565329,3.300109,-6.336186,4.009978,-5.074175,5.12821,-6.357454,4.78386,-6.312622,5.523665,-5.019554,4.337522,-5.107909,4.319914,-3.884249,3.19659,-3.103765,2.734792,-2.083299,1.88122,-1.161739,1.046967,-0.392747,Blues
95.099239,-4.103591,-0.130533,-3.098819,2.367541,-1.947229,3.935239,-1.072976,2.424711,-3.073674,3.896908,-2.435371,3.399726,-2.674641,2.880338,-2.916089,2.533456,-3.270978,2.391988,-2.740174,2.501299,-2.453293,2.33248,-2.067502,1.452666,-1.537054,1.161524,-0.642095,1.006368,-0.181783,Disco
43.504975,13.606526,-0.135837,-1.461339,5.950422,-0.785882,4.653663,-2.224127,5.593672,-5.637472,6.220753,-5.027018,5.804849,-6.313437,5.470271,-6.242402,5.781945,-5.35842,4.286113,-4.907758,4.088991,-3.963388,3.88422,-3.120521,2.742188,-2.484291,2.135177,-1.211352,0.707076,-0.608992,Jazz
14.87218,17.389461,-0.439531,0.111538,4.446139,-3.640474,4.096145,-4.841433,4.551318,-5.708242,6.133475,-5.873733,6.060394,-5.610357,5.702524,-6.731724,4.736037,-6.026058,5.091004,-4.785888,4.550296,-4.053523,3.387179,-3.303524,2.442863,-2.385426,2.234413,-1.071803,1.290887,-0.142543,Classical
99.055477,-0.599526,-0.362703,4.352078,0.875958,1.009048,1.926115,-2.738139,3.345762,-3.988513,4.183791,-4.97194,4.409189,-4.873354,5.272886,-6.160681,4.587827,-5.238492,4.656495,-4.426597,4.104799,-3.548941,3.897913,-3.170794,2.53543,-2.308892,1.820366,-1.245927,1.07097,-0.346555,HipHop
30.01025,13.083399,2.836747,-1.732357,2.055318,-3.677126,4.873639,-4.476319,4.723892,-4.874974,5.181101,-5.822743,4.10326,-7.446591,4.458007,-6.905858,4.603929,-5.028673,5.233906,-4.65064,4.454674,-3.82651,3.426344,-2.72479,2.632576,-2.292824,1.805793,-1.820707,1.232047,-0.258493,Jazz
-19.940121,20.411315,3.389856,-2.397587,5.154394,-4.117533,3.036255,-6.275714,3.120862,-7.379575,5.467947,-6.430095,5.636888,-6.12733,5.942144,-6.181583,4.8938,-5.746526,5.194694,-4.335222,4.065971,-4.611557,3.159313,-3.374841,3.091467,-1.372825,2.158873,-1.701127,1.175775,-0.349345,Classical
46.911381,19.004304,1.783658,0.633759,1.949424,-4.266798,2.970067,-6.337266,5.308355,-5.762377,5.888095,-6.67143,6.564181,-6.199656,6.398053,-5.829992,5.960215,-5.338352,5.149189,-4.735981,4.863365,-3.63215,4.304083,-3.323949,2.70605,-2.417585,2.003911,-0.825298,1.514815,-0.385839,Blues
86.559999,-1.767437,0.472837,0.099187,3.317389,-2.106719,4.762169,-1.977725,3.442757,-3.164924,3.761564,-3.214052,3.446493,-3.540463,3.338576,-2.863441,2.911531,-3.189266,2.88912,-3.006329,2.166064,-2.619815,2.176781,-2.137019,1.878737,-1.287992,1.344702,-0.827237,0.479333,-0.239691,Disco
78.965124,4.240274,0.993578,2.554861,3.151846,-0.379833,1.830811,-2.24201,2.76265,-3.647073,5.246082,-3.896969,5.612544,-5.663884,4.958518,-6.198518,4.782022,-6.256941,4.298831,-4.800541,4.485532,-3.782002,3.981122,-2.911607,2.762721,-2.572825,1.676212,-1.25405,1.100026,-0.366165,HipHop
43.193989,9.113644,4.766036,-0.083799,9.251772,-3.295863,2.946303,-2.36738,4.330599,-5.067123,4.172823,-4.547646,3.549132,-4.406433,4.420917,-2.728746,3.76138,-3.134637,3.905492,-3.457909,2.951029,-2.868742,2.535471,-2.455675,1.982571,-1.680456,1.469225,-1.089707,0.974153,-0.084776,Country
96.54474,-1.883329,0.322427,-2.623209,4.420525,-1.949719,1.289524,-3.250945,2.496548,-2.945826,3.621285,-3.060969,3.746988,-3.362935,3.006411,-3.090047,2.599643,-3.294428,2.836989,-2.723099,2.268484,-2.766311,2.301022,-1.850552,1.746902,-1.616177,1.114872,-0.807699,0.451344,-0.348697,Country
8.157964,16.614823,-1.091235,-0.654333,3.142092,-3.778024,3.74737,-4.733405,3.497305,-6.648034,5.296271,-6.648753,5.301537,-5.602632,5.89336,-6.08112,5.394383,-5.767992,5.322482,-4.677738,4.612653,-3.923811,3.445143,-3.648222,2.07443,-2.319503,2.677123,-0.945544,0.945215,-0.592279,Classical
29.178649,14.992133,-2.197067,-1.279884,2.223572,-3.012027,4.055446,-3.664836,3.950642,-4.295619,6.812722,-5.239972,5.309871,-6.221438,6.036207,-6.325034,6.031711,-5.116539,5.371098,-4.060362,5.348439,-3.986729,3.399502,-3.571218,2.65327,-2.148054,1.866044,-1.415914,1.253959,-0.386192,Classical
80.141667,-0.634451,6.85604,-4.130886,1.504327,-2.298992,2.969817,-0.693222,1.473374,-3.549619,2.817163,-3.17438,2.779409,-3.579097,2.693829,-3.145589,2.418133,-3.004438,2.621583,-2.794908,1.809952,-2.165006,2.192493,-1.546195,1.689171,-1.314765,1.127098,-1.047372,0.500574,-0.442038,Disco
28.88047,14.254755,2.774231,-0.352638,4.23554,-0.824438,3.704598,-3.688575,3.702754,-4.549436,4.638013,-6.166261,5.423754,-6.088982,5.223794,-6.279778,5.347345,-5.460944,5.067471,-4.770832,4.417524,-4.701429,3.243781,-2.846479,3.12384,-1.909318,2.141437,-1.627363,1.010904,-0.679676,Jazz
75.34916,0.690239,-2.789384,3.048704,2.2763,-1.965493,2.004019,-2.247434,4.306246,-3.48824,4.661774,-3.677403,5.981997,-5.072415,5.630571,-5.532278,4.385849,-6.031617,3.24472,-5.797997,3.595348,-4.167118,3.541885,-2.718009,3.119205,-2.229593,1.531621,-1.489529,1.019841,-0.521402,HipHop
66.70019,-1.767194,9.448336,-1.983612,3.926633,-1.448673,1.904174,-1.796067,2.318679,-2.648146,3.000456,-2.172314,2.80377,-2.587742,2.846202,-2.771644,3.294838,-2.227449,3.180115,-2.114438,2.48071,-2.144819,1.840247,-1.326595,1.351652,-1.104793,0.963208,-1.034348,0.411208,-0.112163,Disco
16.201489,11.244813,6.793496,0.396923,1.342218,-1.490982,2.356979,-3.213403,3.510082,-5.545728,5.353677,-5.010942,4.645906,-6.7942,4.567706,-7.749954,3.120768,-6.159454,3.87192,-5.765047,4.782104,-3.202149,3.273319,-2.714625,2.665134,-2.880707,1.946804,-1.150055,1.634107,-0.034787,Jazz
23.876648,19.409414,4.549813,-4.878208,9.576679,-4.556805,5.005011,-3.331739,5.000138,-5.662342,5.554455,-5.167926,5.067971,-3.933405,4.442,-5.502445,4.837525,-3.751989,3.557049,-4.03477,3.778711,-3.79701,2.692304,-2.050673,2.905545,-1.999016,1.615612,-1.346648,0.803675,-0.245267,Country
70.064376,6.330784,4.490767,3.037929,1.769528,-0.865699,1.963882,-3.004339,2.193022,-4.636647,3.838054,-4.890272,5.217332,-5.75968,5.221986,-5.857643,5.670628,-5.615962,4.510531,-4.606087,4.341273,-4.027831,3.593303,-3.007486,2.849631,-2.5406,1.65169,-1.420554,0.71786,-0.549065,HipHop
17.359909,20.811863,0.608233,-1.040319,4.566864,-3.561777,3.299303,-4.958899,4.219668,-5.367052,6.661991,-6.695095,5.441732,-6.644612,5.708326,-6.830624,5.261528,-6.018423,4.92021,-4.572506,4.834539,-4.326817,3.049415,-3.76353,2.920258,-2.261309,2.333844,-0.968611,1.006342,-0.72689,Classical
47.269285,-0.064963,4.624486,-2.246958,5.379369,-3.7684,2.17489,-1.086832,1.558923,-3.450936,4.037516,-4.328303,3.25869,-3.355078,2.58272,-2.965499,2.601054,-3.218669,2.143364,-3.22351,1.659887,-2.256786,3.007613,-1.66918,1.460567,-1.622428,1.278717,-0.470957,0.830453,-0.424387,Country
